code,description,icon,value,unit,size,legacy_code,legacy_description,type,target_model
H19.1_4,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.1_5,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.1_6,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.2,Pysäköintiajan alkamisen osoittamisvelvollisuus,H19.2.svg,,,,8561,Pysäköintikiekon käyttövelvollisuus,,additional_sign
H19.2_2,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,8562,,,additional_sign
H19.2_3,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.2_4,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.2_5,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H19.2_6,Pysäköintiajan alkamisen osoittamisvelvollisuus,,,,,,,,additional_sign
H1S,Kohde risteävässä suunnassa,H1S.svg,,,,,,,additional_sign
H20,Maksullinen pysäköinti,H20.svg,,,,8551K,Maksullinen pysäköinti,,additional_sign
H20_2,Maksullinen pysäköinti,H20_2.svg,,,,8552K,,,additional_sign
H20_2S,Maksullinen pysäköinti,H20_2s.svg,,,,,,,additional_sign
H20_4,Maksullinen pysäköinti,,,,,,,,additional_sign
H20_4S,Maksullinen pysäköinti,,,,,,,,additional_sign
H20_7,Maksullinen pysäköinti,,,,,,,,additional_sign
H20.71,"Pysäköintivyöhyke, 250",H20.71.svg,,,,,,,additional_sign
H20.71S,"Pysäköintivyöhyke, 250",H20.71s.svg,,,,8572S,,,additional_sign
H20.72,"Pysäköintivyöhyke, pieni",,,,,8573K,,,additional_sign
H20.72S,"Pysäköintivyöhyke, pieni",,,,,8574S,,,additional_sign
H20.73,Pysäköintivyöhyke 1,H20.73.svg,,,,,,,additional_sign
H20.73S,Pysäköintivyöhyke 1,H20.73S.svg,,,,,,,additional_sign
H20.74,Pysäköintivyöhyke 2,H20.74.svg,,,,,,,additional_sign
H20.74S,Pysäköintivyöhyke 2,H20.74S.svg,,,,,,,additional_sign
H20.75,Pysäköintivyöhyke 3,H20.75.svg,,,,,,,additional_sign
H20.75S,Pysäköintivyöhyke 3,H20.75S.svg,,,,,,,additional_sign
H20_7S,Maksullinen pysäköinti,,,,,,,,additional_sign
H20.8,Ei koske P-tunnusta,H20.8.svg,,,,858K,,,additional_sign
H20_8,Maksullinen pysäköinti,,,,,,,,additional_sign
H20.8S,Ei koske P-tunnusta,H20.8s.svg,,,,,,,additional_sign
H20_8S,Maksullinen pysäköinti,,,,,,,,additional_sign
H20_9,Maksullinen pysäköinti,,,,,,,,additional_sign
H20.91,Lippuautomaatti,H20.91.svg,,,,8591,,,additional_sign
H20.92,"Lippuautomaatti, vasemmalla",H20.92.svg,,,,8592,-,,additional_sign
H20.93,"Lippuautomaatti, oikealla",H20.93.svg,,,,8593,-,,additional_sign
H20_9S,Maksullinen pysäköinti,,,,,,,,additional_sign
H20S,Maksullinen pysäköinti,H20s.svg,,,,,,,additional_sign
H2.1,Kohde nuolen suunnassa,H2.1.svg,,,,,Kohde nuolen suunnassa,,additional_sign
H21,Latauspaikka,H21.svg,,,,,,,additional_sign
H2.1_1,Kohde nuolen suunnassa,,,,,,,,additional_sign
H2.1_1S,Kohde nuolen suunnassa,,,,,,,,additional_sign
H2.1_1Sp,Kohde nuolen suunnassa,,,,S,,,,additional_sign
H2.1S,Kohde nuolen suunnassa,H2.1s.svg,,,,,,,additional_sign
H2.1Sp,Kohde nuolen suunnassa,,,,S,,,,additional_sign
H2.2,Kohde nuolen suunnassa,H2.2.svg,,m,,,Kohde nuolen suunnassa,,additional_sign
H2.2_1,Kohde nuolen suunnassa,,,,,,,,additional_sign
H22.1,Etuajo-oikeutetun liikenteen suunta,H22.1.svg,,,,,Etuajo-oikeutetun liikenteen suuntaan,,additional_sign
H22.1_2,Etuajo‐oikeutetun liikenteen suunta,H22.1_2.svg,,,,,,,additional_sign
H22.1_3,Etuajo‐oikeutetun liikenteen suunta,H22.1_3.svg,,,,,,,additional_sign
H22.1_4,Etuajo‐oikeutetun liikenteen suunta,H22.1_4.svg,,,,,,,additional_sign
H2.2_1S,Kohde nuolen suunnassa,,,,,,,,additional_sign
H22.2,Etuajo‐oikeutetun liikenteen suunta,H22.2.svg,,,,,Etuajo-oikeutetun liikenteen suunta,,additional_sign
H22.2_2,Etuajo‐oikeutetun liikenteen suunta,H22.2_2.svg,,,,,,,additional_sign
H22.2_3,Etuajo-oikeutetun liikenteen suunta,H22.2_3.svg,,,,,,,additional_sign
H2.2S,Kohde nuolen suunnassa,H2.2s.svg,,m,,,,,additional_sign
H2.3,Kohde nuolen suunnassa,H2.3.svg,,m,,,,,additional_sign
H23.1,Kaksisuuntainen pyörätie,H23.1.svg,,,,8631,Risteävä kaksisuuntainen pyörätie,,additional_sign
H23.1_2,Kaksisuuntainen pyörätie,H23.1_2.svg,,,S,,,,additional_sign
H2.3_2,Kohde nuolen suunnassa,H2.3_2.svg,,,,,,,additional_sign
H23.2,Kaksisuuntainen pyörätie,H23.2.svg,,,,,,,additional_sign
H2.3_2_2,Kohde nuolen suunnassa,H2.3_2_2.svg,,m,,,,,additional_sign
H23.2_2,Kaksisuuntainen pyörätie,H23.2_2.svg,,,S,,,,additional_sign
H2.3_2_2S,Kohde nuolen suunnassa,H2.3_2_2s.svg,,,,,,,additional_sign
H2.3_2S,Kohde nuolen suunnassa,H2.3_2s.svg,,,,,,,additional_sign
H2.3S,Kohde nuolen suunnassa,H2.3s.svg,,m,,,,,additional_sign
H24,Tekstillinen lisäkilpi,H24.svg,,,,87114,Tekstillinen lisäkilpi,,additional_sign
H24_6,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_6M,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_6S,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_7,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_7M,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_7S,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_8,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_8M,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_8S,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_9,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_9M,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H24_9S,Tekstillinen lisäkilpi,,,,,,,,additional_sign
H25,Huoltoajo sallittu,H25.svg,,,,,Hätäpuhelin ja sammutin,,additional_sign
H25_2,Huoltoajo sallittu,H25_2.svg,,,,,,,additional_sign
H25_2S,Huoltoajo sallittu,,,,,,,,additional_sign
H26,Hätäpuhelin ja sammutin,H26.svg,,,,,,,additional_sign
H3,Vaikutusalueen pituus km,H3.svg,,km,,,Vaikutusalueen pituus,,additional_sign
H3.1,Vaikutusalueen pituus m,,,m,,814,Vaikutusalueen pituus,,additional_sign
H3.1S,Vaikutusalueen pituus m,H3_2.svg,,m,,814S,,,additional_sign
H3S,Vaikutusalueen pituus km,H3s.svg,,km,,,,,additional_sign
H4,Etäisyys kohteeseen,H4.svg,,m,,815K,Etäisyys kohteeseen,,additional_sign
H4S,Etäisyys kohteeseen,H4s.svg,,m,,815S,,,additional_sign
H5,Etäisyys pakolliseen pysäyttämiseen,H5.svg,,m,,,Etäisyys pakolliseen pysähtymiseen,,additional_sign
H6,Vapaa leveys,H6.svg,,m,,,Vapaa leveys,,additional_sign
H7,Vapaa korkeus,H7.svg,,m,,,Vapaa korkeus,,additional_sign
H8,Sähköjohdon korkeus,H8.svg,,m,,,Sähköjohdon korkeus,,additional_sign
H9.1,Vaikutusalue molempiin suuntiin,H9.1.svg,,,,,Vaikutusalue molempiin suuntiin,,additional_sign
H9.1S,Vaikutusalue molempiin suuntiin,H9.1s.svg,,,,824S,,,additional_sign
H9.2,Vaikutusalue molempiin suuntiin,H9.2.svg,,,,825K,Vaikutusalue molempiin suuntiin,,additional_sign
H9.2S,Vaikutusalue molempiin suuntiin,H9.2s.svg,,,,,,,additional_sign
I1,Sulkupuomi ,,,,,,,,barrier
I10.1,Liikennemerkkipylvään tehostamismerkki ,,,,,,,,barrier
I10.2,Liikennemerkkipylvään tehostamismerkki ,,,,,,,,barrier
I11,Erkanemismerkki ,,,,,,,,barrier
I12.1,Reunapaalu ,,,,,,,,barrier
I12.2,Reunapaalu ,,,,,,,,barrier
I13,Siirtokehotus ,,,,,,,,barrier
I14,Paikannusmerkki ,,,,,,,,barrier
I15,Automaattinen liikennevalvonta ,,,,,,,,barrier
I16,Tekninen valvonta ,,,,,,,,barrier
I17.1,Poronhoitoalue ,,,,,,,,barrier
I17.2,Poronhoitoalue ,,,,,,,,barrier
I18,Yleinen nopeusrajoitus ,,,,,,,,barrier
I19,Valtion raja ,,,,,,,,barrier
I2.1,Sulkuaita ,,,,,,,,barrier
I2.2,Sulkuaita ,,,,,,,,barrier
I3.1,Sulkupylväs ,,,,,,,,barrier
I3.2,Sulkupylväs ,,,,,,,,barrier
I3.3,Sulkupylväs ,,,,,,,,barrier
I4,Sulkukartio ,,,,,,,,barrier
I5,Taustamerkki ,,,,,,,,barrier
I6,Kaarteen suuntamerkki,,,,,,,,barrier
I7.1,Reunamerkki ,,,,,,,,barrier
I7.2,Reunamerkki ,,,,,,,,barrier
I8,Korkeusmerkki ,,,,,,,,barrier
I9,Alikulun korkeusmitta ,,,,,,,,barrier
K1,Keskiviiva ,,,,,,,Pituussuuntainen,road_marking
K2,Ajokaistaviiva ,,,,,,,Pituussuuntainen,road_marking
K3,Sulkuviiva ,,,,,,,Pituussuuntainen,road_marking
K4,Varoitusviiva ,,,,,,,Pituussuuntainen,road_marking
K5,Sulkualue ,,,,,,,Pituussuuntainen,road_marking
K6,Reunaviiva,,,,,,,Pituussuuntainen,road_marking
L1,Pysäytysviiva ,,,,,,,Poikkisuuntainen,road_marking
L2,Väistämisviiva ,,,,,,,Poikkisuuntainen,road_marking
L3,Suojatie ,,,,,,,Poikkisuuntainen,road_marking
L4,Pyörätien jatke,,,,,,,Poikkisuuntainen,road_marking
L5,Töyssy ,,,,,,,Poikkisuuntainen,road_marking
L6,Heräteraidat ,,,,,,,Poikkisuuntainen,road_marking
M1,Ajokaistanuoli ,,,,,,,Muu tiemerkintä,road_marking
M10,"""STOP""-ennakkomerkintä ",,,,,,,Muu tiemerkintä,road_marking
M11,"""P""-merkintä ",,,,,,,Muu tiemerkintä,road_marking
M12,Invalidin ajoneuvo ,,,,,,,Muu tiemerkintä,road_marking
M13,"""BUS""-merkintä ",,,,,,,Muu tiemerkintä,road_marking
M14,"""TAXI""-merkintä ",,,,,,,Muu tiemerkintä,road_marking
M15,Lataus ,,,,,,,Muu tiemerkintä,road_marking
M16,Nopeusrajoitus ,,,,,,,Muu tiemerkintä,road_marking
M17,Tiennumero ,,,,,,,Muu tiemerkintä,road_marking
M18,Risteysruudutus ,,,,,,,Muu tiemerkintä,road_marking
M19,Liikennemerkki ,,,,,,,Muu tiemerkintä,road_marking
M2,Ajokaistan vaihtamisnuoli ,,,,,,,Muu tiemerkintä,road_marking
M3,Pysäköintialue,,,,,,,Muu tiemerkintä,road_marking
M4,Keltainen reunamerkintä ,,,,,,,Muu tiemerkintä,road_marking
M5,Pysäyttämisrajoitus ,,,,,,,Muu tiemerkintä,road_marking
M6,Ohjausviiva ,,,,,,,Muu tiemerkintä,road_marking
M7,Jalankulkija ,,,,,,,Muu tiemerkintä,road_marking
M8,Pyöräilijä ,,,,,,,Muu tiemerkintä,road_marking
M9,Väistämisvelvollisuutta osoittava ennakkomerkintä ,,,,,,,Muu tiemerkintä,road_marking
P1,"Vasen tai oikea käsivarsi kohotettuna, kämmen lähestyvää tienkäyttäjää kohti",,,,,,,,other
P2,Viittoava merkki ajosuunnassa,,,,,,,,other
P3,"Ajoneuvosta sivulle ojennettu käsivarsi; kämmen, pienoisliikennemerkki tai punaista valoa näyttävä valaisin käännettynä ajoneuvoa kohti",,,,,,,,other
P4,"Punainen vilkkuva valo, jota näytetään samanaikaisesti sinistä valoa näyttävän vilkkuvan varoitusvalaisimen kanssa",,,,,,,,other
