wkt_geom;fid;piirustusnumero;decision_id;diaari
MultiPolygon (((25507589.14837698638439178 6677948.81733124703168869, 25507588.65894214808940887 6677945.72716130316257477, 25507587.23854693025350571 6677942.93947872426360846, 25507585.02622950822114944 6677940.72716130316257477, 25507582.23854693025350571 6677939.30676608439534903, 25507579.14837698638439178 6677938.81733124703168869, 25507576.05820704251527786 6677939.30676608439534903, 25507573.27052446454763412 6677940.72716130316257477, 25507571.05820704251527786 6677942.93947872426360846, 25507569.63781182467937469 6677945.72716130316257477, 25507569.14837698638439178 6677948.81733124703168869, 25507569.63781182467937469 6677951.90750119090080261, 25507571.05820704251527786 6677954.69518376979976892, 25507573.27052446454763412 6677956.90750119090080261, 25507576.05820704251527786 6677958.32789640966802835, 25507579.14837698638439178 6677958.81733124703168869, 25507582.23854693025350571 6677958.32789640966802835, 25507585.02622950822114944 6677956.90750119090080261, 25507587.23854693025350571 6677954.69518376979976892, 25507588.65894214808940887 6677951.90750119090080261, 25507589.14837698638439178 6677948.81733124703168869)),((25504573.92794251441955566 6683220.71674561221152544, 25504573.43850767612457275 6683217.62657566834241152, 25504572.01811245828866959 6683214.83889308944344521, 25504569.80579503625631332 6683212.62657566834241152, 25504567.01811245828866959 6683211.20618044957518578, 25504563.92794251441955566 6683210.71674561221152544, 25504560.83777257055044174 6683211.20618044957518578, 25504558.050089992582798 6683212.62657566834241152, 25504555.83777257055044174 6683214.83889308944344521, 25504554.41737735271453857 6683217.62657566834241152, 25504553.92794251441955566 6683220.71674561221152544, 25504554.41737735271453857 6683223.80691555608063936, 25504555.83777257055044174 6683226.59459813497960567, 25504558.050089992582798 6683228.80691555608063936, 25504560.83777257055044174 6683230.2273107748478651, 25504563.92794251441955566 6683230.71674561221152544, 25504567.01811245828866959 6683230.2273107748478651, 25504569.80579503625631332 6683228.80691555608063936, 25504572.01811245828866959 6683226.59459813497960567, 25504573.43850767612457275 6683223.80691555608063936, 25504573.92794251441955566 6683220.71674561221152544)),((25503070.97155637666583061 6675723.36192693375051022, 25503070.4821215383708477 6675720.27175698988139629, 25503069.06172632053494453 6675717.48407441098242998, 25503066.84940889850258827 6675715.27175698988139629, 25503064.06172632053494453 6675713.85136177111417055, 25503060.97155637666583061 6675713.36192693375051022, 25503057.88138643279671669 6675713.85136177111417055, 25503055.09370385482907295 6675715.27175698988139629, 25503052.88138643279671669 6675717.48407441098242998, 25503051.46099121496081352 6675720.27175698988139629, 25503050.97155637666583061 6675723.36192693375051022, 25503051.46099121496081352 6675726.45209687761962414, 25503052.88138643279671669 6675729.23977945651859045, 25503055.09370385482907295 6675731.45209687761962414, 25503057.88138643279671669 6675732.87249209638684988, 25503060.97155637666583061 6675733.36192693375051022, 25503064.06172632053494453 6675732.87249209638684988, 25503066.84940889850258827 6675731.45209687761962414, 25503069.06172632053494453 6675729.23977945651859045, 25503070.4821215383708477 6675726.45209687761962414, 25503070.97155637666583061 6675723.36192693375051022)),((25501651.75112320855259895 6683949.12381887156516314, 25501651.26168837025761604 6683946.03364892769604921, 25501649.84129315242171288 6683943.2459663487970829, 25501647.62897573038935661 6683941.03364892769604921, 25501644.84129315242171288 6683939.61325370892882347, 25501641.75112320855259895 6683939.12381887156516314, 25501638.66095326468348503 6683939.61325370892882347, 25501635.87327068671584129 6683941.03364892769604921, 25501633.66095326468348503 6683943.2459663487970829, 25501632.24055804684758186 6683946.03364892769604921, 25501631.75112320855259895 6683949.12381887156516314, 25501632.24055804684758186 6683952.21398881543427706, 25501633.66095326468348503 6683955.00167139433324337, 25501635.87327068671584129 6683957.21398881543427706, 25501638.66095326468348503 6683958.6343840342015028, 25501641.75112320855259895 6683959.12381887156516314, 25501644.84129315242171288 6683958.6343840342015028, 25501647.62897573038935661 6683957.21398881543427706, 25501649.84129315242171288 6683955.00167139433324337, 25501651.26168837025761604 6683952.21398881543427706, 25501651.75112320855259895 6683949.12381887156516314)),((25501113.49100494012236595 6684100.81890738941729069, 25501113.00157010182738304 6684097.72873744554817677, 25501111.58117488399147987 6684094.94105486664921045, 25501109.36885746195912361 6684092.72873744554817677, 25501106.58117488399147987 6684091.30834222678095102, 25501103.49100494012236595 6684090.81890738941729069, 25501100.40083499625325203 6684091.30834222678095102, 25501097.61315241828560829 6684092.72873744554817677, 25501095.40083499625325203 6684094.94105486664921045, 25501093.98043977841734886 6684097.72873744554817677, 25501093.49100494012236595 6684100.81890738941729069, 25501093.98043977841734886 6684103.90907733328640461, 25501095.40083499625325203 6684106.69675991218537092, 25501097.61315241828560829 6684108.90907733328640461, 25501100.40083499625325203 6684110.32947255205363035, 25501103.49100494012236595 6684110.81890738941729069, 25501106.58117488399147987 6684110.32947255205363035, 25501109.36885746195912361 6684108.90907733328640461, 25501111.58117488399147987 6684106.69675991218537092, 25501113.00157010182738304 6684103.90907733328640461, 25501113.49100494012236595 6684100.81890738941729069)),((25500763.52951157838106155 6683568.1367851784452796, 25500763.04007674008607864 6683565.04661523457616568, 25500761.61968152225017548 6683562.25893265567719936, 25500759.40736410021781921 6683560.04661523457616568, 25500756.61968152225017548 6683558.62622001580893993, 25500753.52951157838106155 6683558.1367851784452796, 25500750.43934163451194763 6683558.62622001580893993, 25500747.65165905654430389 6683560.04661523457616568, 25500745.43934163451194763 6683562.25893265567719936, 25500744.01894641667604446 6683565.04661523457616568, 25500743.52951157838106155 6683568.1367851784452796, 25500744.01894641667604446 6683571.22695512231439352, 25500745.43934163451194763 6683574.01463770121335983, 25500747.65165905654430389 6683576.22695512231439352, 25500750.43934163451194763 6683577.64735034108161926, 25500753.52951157838106155 6683578.1367851784452796, 25500756.61968152225017548 6683577.64735034108161926, 25500759.40736410021781921 6683576.22695512231439352, 25500761.61968152225017548 6683574.01463770121335983, 25500763.04007674008607864 6683571.22695512231439352, 25500763.52951157838106155 6683568.1367851784452796)),((25500228.80102395266294479 6679832.89277465827763081, 25500228.31158911436796188 6679829.80260471440851688, 25500226.89119389653205872 6679827.01492213550955057, 25500224.67887647449970245 6679824.80260471440851688, 25500221.89119389653205872 6679823.38220949564129114, 25500218.80102395266294479 6679822.89277465827763081, 25500215.71085400879383087 6679823.38220949564129114, 25500212.92317143082618713 6679824.80260471440851688, 25500210.71085400879383087 6679827.01492213550955057, 25500209.2904587909579277 6679829.80260471440851688, 25500208.80102395266294479 6679832.89277465827763081, 25500209.2904587909579277 6679835.98294460214674473, 25500210.71085400879383087 6679838.77062718104571104, 25500212.92317143082618713 6679840.98294460214674473, 25500215.71085400879383087 6679842.40333982091397047, 25500218.80102395266294479 6679842.89277465827763081, 25500221.89119389653205872 6679842.40333982091397047, 25500224.67887647449970245 6679840.98294460214674473, 25500226.89119389653205872 6679838.77062718104571104, 25500228.31158911436796188 6679835.98294460214674473, 25500228.80102395266294479 6679832.89277465827763081)),((25500104.50082739070057869 6685392.66959592420607805, 25500104.01139255240559578 6685389.57942598033696413, 25500102.59099733456969261 6685386.79174340143799782, 25500100.37867991253733635 6685384.57942598033696413, 25500097.59099733456969261 6685383.15903076156973839, 25500094.50082739070057869 6685382.66959592420607805, 25500091.41065744683146477 6685383.15903076156973839, 25500088.62297486886382103 6685384.57942598033696413, 25500086.41065744683146477 6685386.79174340143799782, 25500084.9902622289955616 6685389.57942598033696413, 25500084.50082739070057869 6685392.66959592420607805, 25500084.9902622289955616 6685395.75976586807519197, 25500086.41065744683146477 6685398.54744844697415829, 25500088.62297486886382103 6685400.75976586807519197, 25500091.41065744683146477 6685402.18016108684241772, 25500094.50082739070057869 6685402.66959592420607805, 25500097.59099733456969261 6685402.18016108684241772, 25500100.37867991253733635 6685400.75976586807519197, 25500102.59099733456969261 6685398.54744844697415829, 25500104.01139255240559578 6685395.75976586807519197, 25500104.50082739070057869 6685392.66959592420607805)),((25499827.84542445093393326 6683888.12892688531428576, 25499827.35598961263895035 6683885.03875694144517183, 25499825.93559439480304718 6683882.25107436254620552, 25499823.72327697277069092 6683880.03875694144517183, 25499820.93559439480304718 6683878.61836172267794609, 25499817.84542445093393326 6683878.12892688531428576, 25499814.75525450706481934 6683878.61836172267794609, 25499811.9675719290971756 6683880.03875694144517183, 25499809.75525450706481934 6683882.25107436254620552, 25499808.33485928922891617 6683885.03875694144517183, 25499807.84542445093393326 6683888.12892688531428576, 25499808.33485928922891617 6683891.21909682918339968, 25499809.75525450706481934 6683894.00677940808236599, 25499811.9675719290971756 6683896.21909682918339968, 25499814.75525450706481934 6683897.63949204795062542, 25499817.84542445093393326 6683898.12892688531428576, 25499820.93559439480304718 6683897.63949204795062542, 25499823.72327697277069092 6683896.21909682918339968, 25499825.93559439480304718 6683894.00677940808236599, 25499827.35598961263895035 6683891.21909682918339968, 25499827.84542445093393326 6683888.12892688531428576)),((25499768.23678000271320343 6681991.80829682201147079, 25499767.74734516441822052 6681988.71812687814235687, 25499766.32694994658231735 6681985.93044429924339056, 25499764.11463252454996109 6681983.71812687814235687, 25499761.32694994658231735 6681982.29773165937513113, 25499758.23678000271320343 6681981.80829682201147079, 25499755.14661005884408951 6681982.29773165937513113, 25499752.35892748087644577 6681983.71812687814235687, 25499750.14661005884408951 6681985.93044429924339056, 25499748.72621484100818634 6681988.71812687814235687, 25499748.23678000271320343 6681991.80829682201147079, 25499748.72621484100818634 6681994.89846676588058472, 25499750.14661005884408951 6681997.68614934477955103, 25499752.35892748087644577 6681999.89846676588058472, 25499755.14661005884408951 6682001.31886198464781046, 25499758.23678000271320343 6682001.80829682201147079, 25499761.32694994658231735 6682001.31886198464781046, 25499764.11463252454996109 6681999.89846676588058472, 25499766.32694994658231735 6681997.68614934477955103, 25499767.74734516441822052 6681994.89846676588058472, 25499768.23678000271320343 6681991.80829682201147079)),((25499299.71811559051275253 6681925.0373733788728714, 25499299.22868075221776962 6681921.94720343500375748, 25499297.80828553438186646 6681919.15952085610479116, 25499295.59596811234951019 6681916.94720343500375748, 25499292.80828553438186646 6681915.52680821623653173, 25499289.71811559051275253 6681915.0373733788728714, 25499286.62794564664363861 6681915.52680821623653173, 25499283.84026306867599487 6681916.94720343500375748, 25499281.62794564664363861 6681919.15952085610479116, 25499280.20755042880773544 6681921.94720343500375748, 25499279.71811559051275253 6681925.0373733788728714, 25499280.20755042880773544 6681928.12754332274198532, 25499281.62794564664363861 6681930.91522590164095163, 25499283.84026306867599487 6681933.12754332274198532, 25499286.62794564664363861 6681934.54793854150921106, 25499289.71811559051275253 6681935.0373733788728714, 25499292.80828553438186646 6681934.54793854150921106, 25499295.59596811234951019 6681933.12754332274198532, 25499297.80828553438186646 6681930.91522590164095163, 25499299.22868075221776962 6681928.12754332274198532, 25499299.71811559051275253 6681925.0373733788728714)),((25497724.44581587240099907 6681229.43815877009183168, 25497723.95638103410601616 6681226.34798882622271776, 25497722.53598581627011299 6681223.56030624732375145, 25497720.32366839423775673 6681221.34798882622271776, 25497717.53598581627011299 6681219.92759360745549202, 25497714.44581587240099907 6681219.43815877009183168, 25497711.35564592853188515 6681219.92759360745549202, 25497708.56796335056424141 6681221.34798882622271776, 25497706.35564592853188515 6681223.56030624732375145, 25497704.93525071069598198 6681226.34798882622271776, 25497704.44581587240099907 6681229.43815877009183168, 25497704.93525071069598198 6681232.52832871396094561, 25497706.35564592853188515 6681235.31601129285991192, 25497708.56796335056424141 6681237.52832871396094561, 25497711.35564592853188515 6681238.94872393272817135, 25497714.44581587240099907 6681239.43815877009183168, 25497717.53598581627011299 6681238.94872393272817135, 25497720.32366839423775673 6681237.52832871396094561, 25497722.53598581627011299 6681235.31601129285991192, 25497723.95638103410601616 6681232.52832871396094561, 25497724.44581587240099907 6681229.43815877009183168)),((25496103.36133533343672752 6679254.79454240202903748, 25496102.87190049514174461 6679251.70437245815992355, 25496101.45150527730584145 6679248.91668987926095724, 25496099.23918785527348518 6679246.70437245815992355, 25496096.45150527730584145 6679245.28397723939269781, 25496093.36133533343672752 6679244.79454240202903748, 25496090.2711653895676136 6679245.28397723939269781, 25496087.48348281159996986 6679246.70437245815992355, 25496085.2711653895676136 6679248.91668987926095724, 25496083.85077017173171043 6679251.70437245815992355, 25496083.36133533343672752 6679254.79454240202903748, 25496083.85077017173171043 6679257.8847123458981514, 25496085.2711653895676136 6679260.67239492479711771, 25496087.48348281159996986 6679262.8847123458981514, 25496090.2711653895676136 6679264.30510756466537714, 25496093.36133533343672752 6679264.79454240202903748, 25496096.45150527730584145 6679264.30510756466537714, 25496099.23918785527348518 6679262.8847123458981514, 25496101.45150527730584145 6679260.67239492479711771, 25496102.87190049514174461 6679257.8847123458981514, 25496103.36133533343672752 6679254.79454240202903748)),((25495814.92282824963331223 6681582.1391413202509284, 25495814.43339341133832932 6681579.04897137638181448, 25495813.01299819350242615 6681576.26128879748284817, 25495810.80068077147006989 6681574.04897137638181448, 25495808.01299819350242615 6681572.62857615761458874, 25495804.92282824963331223 6681572.1391413202509284, 25495801.8326583057641983 6681572.62857615761458874, 25495799.04497572779655457 6681574.04897137638181448, 25495796.8326583057641983 6681576.26128879748284817, 25495795.41226308792829514 6681579.04897137638181448, 25495794.92282824963331223 6681582.1391413202509284, 25495795.41226308792829514 6681585.22931126412004232, 25495796.8326583057641983 6681588.01699384301900864, 25495799.04497572779655457 6681590.22931126412004232, 25495801.8326583057641983 6681591.64970648288726807, 25495804.92282824963331223 6681592.1391413202509284, 25495808.01299819350242615 6681591.64970648288726807, 25495810.80068077147006989 6681590.22931126412004232, 25495813.01299819350242615 6681588.01699384301900864, 25495814.43339341133832932 6681585.22931126412004232, 25495814.92282824963331223 6681582.1391413202509284)),((25494573.934222262352705 6680611.13874769117683172, 25494573.44478742405772209 6680608.0485777473077178, 25494572.02439220622181892 6680605.26089516840875149, 25494569.81207478418946266 6680603.0485777473077178, 25494567.02439220622181892 6680601.62818252854049206, 25494563.934222262352705 6680601.13874769117683172, 25494560.84405231848359108 6680601.62818252854049206, 25494558.05636974051594734 6680603.0485777473077178, 25494555.84405231848359108 6680605.26089516840875149, 25494554.42365710064768791 6680608.0485777473077178, 25494553.934222262352705 6680611.13874769117683172, 25494554.42365710064768791 6680614.22891763504594564, 25494555.84405231848359108 6680617.01660021394491196, 25494558.05636974051594734 6680619.22891763504594564, 25494560.84405231848359108 6680620.64931285381317139, 25494563.934222262352705 6680621.13874769117683172, 25494567.02439220622181892 6680620.64931285381317139, 25494569.81207478418946266 6680619.22891763504594564, 25494572.02439220622181892 6680617.01660021394491196, 25494573.44478742405772209 6680614.22891763504594564, 25494573.934222262352705 6680611.13874769117683172)),((25493985.4391334168612957 6679886.26330513320863247, 25493984.94969857856631279 6679883.17313518933951855, 25493983.52930336073040962 6679880.38545261044055223, 25493981.31698593869805336 6679878.17313518933951855, 25493978.52930336073040962 6679876.7527399705722928, 25493975.4391334168612957 6679876.26330513320863247, 25493972.34896347299218178 6679876.7527399705722928, 25493969.56128089502453804 6679878.17313518933951855, 25493967.34896347299218178 6679880.38545261044055223, 25493965.92856825515627861 6679883.17313518933951855, 25493965.4391334168612957 6679886.26330513320863247, 25493965.92856825515627861 6679889.35347507707774639, 25493967.34896347299218178 6679892.1411576559767127, 25493969.56128089502453804 6679894.35347507707774639, 25493972.34896347299218178 6679895.77387029584497213, 25493975.4391334168612957 6679896.26330513320863247, 25493978.52930336073040962 6679895.77387029584497213, 25493981.31698593869805336 6679894.35347507707774639, 25493983.52930336073040962 6679892.1411576559767127, 25493984.94969857856631279 6679889.35347507707774639, 25493985.4391334168612957 6679886.26330513320863247)),((25493551.21359284967184067 6671978.97528374474495649, 25493550.72415801137685776 6671975.88511380087584257, 25493549.30376279354095459 6671973.09743122197687626, 25493547.09144537150859833 6671970.88511380087584257, 25493544.30376279354095459 6671969.46471858210861683, 25493541.21359284967184067 6671968.97528374474495649, 25493538.12342290580272675 6671969.46471858210861683, 25493535.33574032783508301 6671970.88511380087584257, 25493533.12342290580272675 6671973.09743122197687626, 25493531.70302768796682358 6671975.88511380087584257, 25493531.21359284967184067 6671978.97528374474495649, 25493531.70302768796682358 6671982.06545368861407042, 25493533.12342290580272675 6671984.85313626751303673, 25493535.33574032783508301 6671987.06545368861407042, 25493538.12342290580272675 6671988.48584890738129616, 25493541.21359284967184067 6671988.97528374474495649, 25493544.30376279354095459 6671988.48584890738129616, 25493547.09144537150859833 6671987.06545368861407042, 25493549.30376279354095459 6671984.85313626751303673, 25493550.72415801137685776 6671982.06545368861407042, 25493551.21359284967184067 6671978.97528374474495649)),((25492169.05877849832177162 6680963.90574204921722412, 25492168.56934366002678871 6680960.8155721053481102, 25492167.14894844219088554 6680958.02788952644914389, 25492164.93663102015852928 6680955.8155721053481102, 25492162.14894844219088554 6680954.39517688658088446, 25492159.05877849832177162 6680953.90574204921722412, 25492155.9686085544526577 6680954.39517688658088446, 25492153.18092597648501396 6680955.8155721053481102, 25492150.9686085544526577 6680958.02788952644914389, 25492149.54821333661675453 6680960.8155721053481102, 25492149.05877849832177162 6680963.90574204921722412, 25492149.54821333661675453 6680966.99591199308633804, 25492150.9686085544526577 6680969.78359457198530436, 25492153.18092597648501396 6680971.99591199308633804, 25492155.9686085544526577 6680973.41630721185356379, 25492159.05877849832177162 6680973.90574204921722412, 25492162.14894844219088554 6680973.41630721185356379, 25492164.93663102015852928 6680971.99591199308633804, 25492167.14894844219088554 6680969.78359457198530436, 25492168.56934366002678871 6680966.99591199308633804, 25492169.05877849832177162 6680963.90574204921722412)),((25492092.25406328961253166 6680736.00004445668309927, 25492091.76462845131754875 6680732.90987451281398535, 25492090.34423323348164558 6680730.12219193391501904, 25492088.13191581144928932 6680727.90987451281398535, 25492085.34423323348164558 6680726.48947929404675961, 25492082.25406328961253166 6680726.00004445668309927, 25492079.16389334574341774 6680726.48947929404675961, 25492076.376210767775774 6680727.90987451281398535, 25492074.16389334574341774 6680730.12219193391501904, 25492072.74349812790751457 6680732.90987451281398535, 25492072.25406328961253166 6680736.00004445668309927, 25492072.74349812790751457 6680739.09021440055221319, 25492074.16389334574341774 6680741.8778969794511795, 25492076.376210767775774 6680744.09021440055221319, 25492079.16389334574341774 6680745.51060961931943893, 25492082.25406328961253166 6680746.00004445668309927, 25492085.34423323348164558 6680745.51060961931943893, 25492088.13191581144928932 6680744.09021440055221319, 25492090.34423323348164558 6680741.8778969794511795, 25492091.76462845131754875 6680739.09021440055221319, 25492092.25406328961253166 6680736.00004445668309927)),((25491541.28667589277029037 6680405.51202848739922047, 25491540.79724105447530746 6680402.42185854353010654, 25491539.3768458366394043 6680399.63417596463114023, 25491537.16452841460704803 6680397.42185854353010654, 25491534.3768458366394043 6680396.0014633247628808, 25491531.28667589277029037 6680395.51202848739922047, 25491528.19650594890117645 6680396.0014633247628808, 25491525.40882337093353271 6680397.42185854353010654, 25491523.19650594890117645 6680399.63417596463114023, 25491521.77611073106527328 6680402.42185854353010654, 25491521.28667589277029037 6680405.51202848739922047, 25491521.77611073106527328 6680408.60219843126833439, 25491523.19650594890117645 6680411.3898810101673007, 25491525.40882337093353271 6680413.60219843126833439, 25491528.19650594890117645 6680415.02259365003556013, 25491531.28667589277029037 6680415.51202848739922047, 25491534.3768458366394043 6680415.02259365003556013, 25491537.16452841460704803 6680413.60219843126833439, 25491539.3768458366394043 6680411.3898810101673007, 25491540.79724105447530746 6680408.60219843126833439, 25491541.28667589277029037 6680405.51202848739922047)));739;0;2017-86;HEL 2017-005921
MultiPolygon (((25503455.4583333320915699 6675450.98749999981373549, 25503377.14166666567325592 6675365.79166666604578495, 25503387.72500000149011612 6675354.67916666623204947, 25503466.83541666716337204 6675442.25624999962747097, 25503455.4583333320915699 6675450.98749999981373549)));740;0;2021-112;HEL 2021-010291
MultiPolygon (((25504452.63128282874822617 6683253.26055716536939144, 25504452.14184799045324326 6683250.17038722150027752, 25504450.72145277261734009 6683247.38270464260131121, 25504448.50913535058498383 6683245.17038722150027752, 25504445.72145277261734009 6683243.74999200273305178, 25504442.63128282874822617 6683243.26055716536939144, 25504439.54111288487911224 6683243.74999200273305178, 25504436.75343030691146851 6683245.17038722150027752, 25504434.54111288487911224 6683247.38270464260131121, 25504433.12071766704320908 6683250.17038722150027752, 25504432.63128282874822617 6683253.26055716536939144, 25504433.12071766704320908 6683256.35072710923850536, 25504434.54111288487911224 6683259.13840968813747168, 25504436.75343030691146851 6683261.35072710923850536, 25504439.54111288487911224 6683262.77112232800573111, 25504442.63128282874822617 6683263.26055716536939144, 25504445.72145277261734009 6683262.77112232800573111, 25504448.50913535058498383 6683261.35072710923850536, 25504450.72145277261734009 6683259.13840968813747168, 25504452.14184799045324326 6683256.35072710923850536, 25504452.63128282874822617 6683253.26055716536939144)));741;0;2014-96;HEL 2013-014302
MultiPolygon (((25498047.70554141327738762 6675578.4330468038097024, 25498047.21610657498240471 6675575.34287685994058847, 25498045.79571135714650154 6675572.55519428104162216, 25498043.58339393511414528 6675570.34287685994058847, 25498040.79571135714650154 6675568.92248164117336273, 25498037.70554141327738762 6675568.4330468038097024, 25498034.6153714694082737 6675568.92248164117336273, 25498031.82768889144062996 6675570.34287685994058847, 25498029.6153714694082737 6675572.55519428104162216, 25498028.19497625157237053 6675575.34287685994058847, 25498027.70554141327738762 6675578.4330468038097024, 25498028.19497625157237053 6675581.52321674767881632, 25498029.6153714694082737 6675584.31089932657778263, 25498031.82768889144062996 6675586.52321674767881632, 25498034.6153714694082737 6675587.94361196644604206, 25498037.70554141327738762 6675588.4330468038097024, 25498040.79571135714650154 6675587.94361196644604206, 25498043.58339393511414528 6675586.52321674767881632, 25498045.79571135714650154 6675584.31089932657778263, 25498047.21610657498240471 6675581.52321674767881632, 25498047.70554141327738762 6675578.4330468038097024)));742;0;2014-49;HEL 2014-003134
MultiPolygon (((25507462.265430748462677 6677007.26219332497566938, 25507440.62354610860347748 6677052.53348262887448072, 25507463.81127965450286865 6677064.01693162322044373, 25507471.3260921910405159 6677069.73689015302807093, 25507477.70059439167380333 6677078.97212636563926935, 25507481.25728870183229446 6677093.38806078117340803, 25507477.63200418651103973 6677105.37977723404765129, 25507466.96342210099101067 6677123.4782647006213665, 25507465.24882854893803596 6677142.81506973039358854, 25507469.2495468333363533 6677158.72268766164779663, 25507474.35377921164035797 6677171.92756414227187634, 25507488.74192323535680771 6677209.15033349953591824, 25507517.11405407637357712 6677197.81239227298647165, 25507512.68591674789786339 6677188.53756438475102186, 25507506.20856333896517754 6677160.81830200366675854, 25507497.63559558987617493 6677138.14756507240235806, 25507504.44502224400639534 6677110.83406982943415642, 25507520.56601794809103012 6677040.82919807638972998, 25507536.49971604347229004 6676979.45240655448287725, 25507539.88373013958334923 6676977.29894303902983665, 25507562.01013975590467453 6676982.15574527811259031, 25507568.92900506034493446 6676957.79502842575311661, 25507557.44555607065558434 6676926.21554369200021029, 25507520.3451823964715004 6676916.49877915903925896, 25507499.60400809347629547 6677003.29119757562875748, 25507494.24176385626196861 6677008.06277503073215485, 25507488.87211745604872704 6677010.02932484168559313, 25507462.265430748462677 6677007.26219332497566938)));743;6173;2013-11;HEL 2013-002287
MultiPolygon (((25504086.27187498286366463 6681351.92395833507180214, 25504090.63749998435378075 6681330.49270833469927311, 25504119.21249998360872269 6681335.78437500167638063, 25504114.84687498584389687 6681356.68645833618938923, 25504086.27187498286366463 6681351.92395833507180214)));744;0;2021-7;HEL 2021-000364
MultiPolygon (((25497908.3229166679084301 6678618.10625000018626451, 25497890.86041666567325592 6678591.64791666716337204, 25497922.34583333507180214 6678575.77291666716337204, 25497936.63333333283662796 6678601.96666666679084301, 25497908.3229166679084301 6678618.10625000018626451)));745;0;2013-119;HEL 2013-011162
MultiPolygon (((25496884.63333333283662796 6678796.88124999776482582, 25496897.86250000074505806 6678769.89374999795109034, 25497032.80000000074505806 6678791.58958333171904087, 25497074.6041666641831398 6678802.17291666474193335, 25497039.67916666716337204 6678825.45624999795109034, 25496941.78333333507180214 6678796.8812499986961484, 25496884.63333333283662796 6678796.88124999776482582)));746;0;2013-118;HEL 2013-011161
MultiPolygon (((25501547.38648691400885582 6679452.53285308554768562, 25501546.89705207571387291 6679449.4426831416785717, 25501545.47665685787796974 6679446.65500056277960539, 25501543.26433943584561348 6679444.4426831416785717, 25501540.47665685787796974 6679443.02228792291134596, 25501537.38648691400885582 6679442.53285308554768562, 25501534.2963169701397419 6679443.02228792291134596, 25501531.50863439217209816 6679444.4426831416785717, 25501529.2963169701397419 6679446.65500056277960539, 25501527.87592175230383873 6679449.4426831416785717, 25501527.38648691400885582 6679452.53285308554768562, 25501527.87592175230383873 6679455.62302302941679955, 25501529.2963169701397419 6679458.41070560831576586, 25501531.50863439217209816 6679460.62302302941679955, 25501534.2963169701397419 6679462.04341824818402529, 25501537.38648691400885582 6679462.53285308554768562, 25501540.47665685787796974 6679462.04341824818402529, 25501543.26433943584561348 6679460.62302302941679955, 25501545.47665685787796974 6679458.41070560831576586, 25501546.89705207571387291 6679455.62302302941679955, 25501547.38648691400885582 6679452.53285308554768562)));747;0;2014-53;HEL 2014-003195
MultiPolygon (((25493965.18333334475755692 6677358.64999999944120646, 25493951.42500001192092896 6677326.63541666604578495, 25493989.26041667908430099 6677317.90416666585952044, 25494002.4895833432674408 6677348.59583333227783442, 25493965.18333334475755692 6677358.64999999944120646)));748;0;2013-78;HEL 2013-008313
MultiPolygon (((25506401.70000001043081284 6677046.4791666679084301, 25506374.18333334103226662 6677014.46458333544433117, 25506404.8750000074505806 6676988.00625000149011612, 25506436.36041667684912682 6677024.78333333414047956, 25506401.70000001043081284 6677046.4791666679084301)));749;0;2013-46;HEL 2013-005761
MultiPolygon (((25507497.68904554843902588 6677694.53992460109293461, 25507497.19961071014404297 6677691.44975465722382069, 25507495.7792154923081398 6677688.66207207832485437, 25507493.56689807027578354 6677686.44975465722382069, 25507490.7792154923081398 6677685.02935943845659494, 25507487.68904554843902588 6677684.53992460109293461, 25507484.59887560456991196 6677685.02935943845659494, 25507481.81119302660226822 6677686.44975465722382069, 25507479.59887560456991196 6677688.66207207832485437, 25507478.17848038673400879 6677691.44975465722382069, 25507477.68904554843902588 6677694.53992460109293461, 25507478.17848038673400879 6677697.63009454496204853, 25507479.59887560456991196 6677700.41777712386101484, 25507481.81119302660226822 6677702.63009454496204853, 25507484.59887560456991196 6677704.05048976372927427, 25507487.68904554843902588 6677704.53992460109293461, 25507490.7792154923081398 6677704.05048976372927427, 25507493.56689807027578354 6677702.63009454496204853, 25507495.7792154923081398 6677700.41777712386101484, 25507497.19961071014404297 6677697.63009454496204853, 25507497.68904554843902588 6677694.53992460109293461)));750;0;2015-69;HEL 2015-006532
MultiPolygon EMPTY;751;7365;2022-96;HEL 2022-012821
MultiPolygon (((25492841.88392666354775429 6675802.41104298550635576, 25492841.39449182525277138 6675799.32087304163724184, 25492839.97409660741686821 6675796.53319046273827553, 25492837.76177918538451195 6675794.32087304163724184, 25492834.97409660741686821 6675792.9004778228700161, 25492831.88392666354775429 6675792.41104298550635576, 25492828.79375671967864037 6675792.9004778228700161, 25492826.00607414171099663 6675794.32087304163724184, 25492823.79375671967864037 6675796.53319046273827553, 25492822.3733615018427372 6675799.32087304163724184, 25492821.88392666354775429 6675802.41104298550635576, 25492822.3733615018427372 6675805.50121292937546968, 25492823.79375671967864037 6675808.288895508274436, 25492826.00607414171099663 6675810.50121292937546968, 25492828.79375671967864037 6675811.92160814814269543, 25492831.88392666354775429 6675812.41104298550635576, 25492834.97409660741686821 6675811.92160814814269543, 25492837.76177918538451195 6675810.50121292937546968, 25492839.97409660741686821 6675808.288895508274436, 25492841.39449182525277138 6675805.50121292937546968, 25492841.88392666354775429 6675802.41104298550635576)));752;0;2016-94;HEL 2016-008136
