wkt_geom;fid;piirustusnumero;decision_id;diaari
MultiPolygon (((25496589.40498049557209015 6673530.47090043500065804, 25496571.65437371283769608 6673529.7520377216860652, 25496569.40144742652773857 6673581.19385454431176186, 25496563.39364400133490562 6673702.4763861782848835, 25496559.63876685872673988 6673775.69649041537195444, 25496552.31675643846392632 6673781.98590962681919336, 25496548.65575122460722923 6673787.99371305108070374, 25496548.46800736710429192 6673794.56474804691970348, 25496552.50450029596686363 6673809.5842566080391407, 25496575.50312278047204018 6673804.42130054067820311, 25496577.9437929205596447 6673753.63658721651881933, 25496589.40498049557209015 6673530.47090043500065804)));38;6243;2013-155;HEL 2013-012137
MultiPolygon (((25501428.71180315688252449 6675080.20652175415307283, 25501428.23183339089155197 6675003.41135924588888884, 25501446.4706844873726368 6675004.85126854293048382, 25501439.75110776722431183 6675079.24658222310245037, 25501428.71180315688252449 6675080.20652175415307283)));39;0;2012-111;HEL 2012-009542
MultiPolygon (((25498307.13186777755618095 6677732.69473791494965553, 25498306.64243293926119804 6677729.60456797108054161, 25498305.22203772142529488 6677726.8168853921815753, 25498303.00972029939293861 6677724.60456797108054161, 25498300.22203772142529488 6677723.18417275231331587, 25498297.13186777755618095 6677722.69473791494965553, 25498294.04169783368706703 6677723.18417275231331587, 25498291.25401525571942329 6677724.60456797108054161, 25498289.04169783368706703 6677726.8168853921815753, 25498287.62130261585116386 6677729.60456797108054161, 25498287.13186777755618095 6677732.69473791494965553, 25498287.62130261585116386 6677735.78490785881876945, 25498289.04169783368706703 6677738.57259043771773577, 25498291.25401525571942329 6677740.78490785881876945, 25498294.04169783368706703 6677742.2053030775859952, 25498297.13186777755618095 6677742.69473791494965553, 25498300.22203772142529488 6677742.2053030775859952, 25498303.00972029939293861 6677740.78490785881876945, 25498305.22203772142529488 6677738.57259043771773577, 25498306.64243293926119804 6677735.78490785881876945, 25498307.13186777755618095 6677732.69473791494965553)));40;0;2014-77;HEL 2014-004286
MultiPolygon EMPTY;41;7158;2021-50;HEL 2021-005077
MultiPolygon (((25498524.39313486963510513 6676748.72921502310782671, 25498532.7930825799703598 6676755.44917319063097239, 25498539.00904388353228569 6676746.71322757285088301, 25498530.77709512785077095 6676739.32127358857542276, 25498524.39313486963510513 6676748.72921502310782671)),((25498580.84078347310423851 6676811.05682702548801899, 25498586.72074686735868454 6676817.94478414766490459, 25498593.77670294418931007 6676811.05682702548801899, 25498587.39274268597364426 6676804.50486781261861324, 25498580.84078347310423851 6676811.05682702548801899)),((25498267.60125516355037689 6676495.2096627801656723, 25498277.06580493971705437 6676498.27564369421452284, 25498279.5985717810690403 6676489.74421854224056005, 25498269.20089737698435783 6676486.14502355642616749, 25498267.60125516355037689 6676495.2096627801656723)),((25498403.57084352150559425 6676628.51318077463656664, 25498409.83610887080430984 6676633.84532149508595467, 25498415.96807069703936577 6676625.84711041487753391, 25498410.23601942136883736 6676621.4480943214148283, 25498403.57084352150559425 6676628.51318077463656664)),((25498479.87341200560331345 6676688.2495915163308382, 25498486.42537121847271919 6676682.53762707393616438, 25498479.0334172323346138 6676676.15366681572049856, 25498473.48945174738764763 6676682.36962812021374702, 25498479.87341200560331345 6676688.2495915163308382)));42;6877;2019-45;HEL 2019-003465
MultiPolygon (((25498576.52597412839531898 6677135.15603415761142969, 25498576.03653929010033607 6677132.06586421374231577, 25498574.61614407226443291 6677129.27818163484334946, 25498572.40382665023207664 6677127.06586421374231577, 25498569.61614407226443291 6677125.64546899497509003, 25498566.52597412839531898 6677125.15603415761142969, 25498563.43580418452620506 6677125.64546899497509003, 25498560.64812160655856133 6677127.06586421374231577, 25498558.43580418452620506 6677129.27818163484334946, 25498557.0154089666903019 6677132.06586421374231577, 25498556.52597412839531898 6677135.15603415761142969, 25498557.0154089666903019 6677138.24620410148054361, 25498558.43580418452620506 6677141.03388668037950993, 25498560.64812160655856133 6677143.24620410148054361, 25498563.43580418452620506 6677144.66659932024776936, 25498566.52597412839531898 6677145.15603415761142969, 25498569.61614407226443291 6677144.66659932024776936, 25498572.40382665023207664 6677143.24620410148054361, 25498574.61614407226443291 6677141.03388668037950993, 25498576.03653929010033607 6677138.24620410148054361, 25498576.52597412839531898 6677135.15603415761142969)));43;0;2014-92;HEL 2014-004655
MultiPolygon (((25496399.40267103537917137 6673129.36900206841528416, 25496288.27139823511242867 6673126.64348764345049858, 25496267.550046157091856 6673145.05731499940156937, 25496289.26475377753376961 6673161.45473379734903574, 25496399.55243344977498055 6673161.45473379734903574, 25496399.40267103537917137 6673129.36900206841528416)));44;6404;2015-28;HEL 2015-002927
MultiPolygon (((25496620.74629732221364975 6673131.92739086970686913, 25496632.13769332692027092 6673149.63480842392891645, 25496669.24431991949677467 6673152.00331650394946337, 25496672.85347508639097214 6673148.28137523401528597, 25496675.44755536690354347 6673079.59464089944958687, 25496643.98023372516036034 6673077.67727721575647593, 25496638.56650096923112869 6673116.36290919687598944, 25496620.74629732221364975 6673131.92739086970686913)));45;7055;2020-42;HEL 2020-004070
MultiPolygon (((25496642.89090894162654877 6673121.50357361044734716, 25496642.5449279360473156 6673128.38212163001298904, 25496658.26836381480097771 6673129.47402689978480339, 25496658.48674486950039864 6673121.93988053966313601, 25496642.89090894162654877 6673121.50357361044734716)));46;6723;2017-80;HEL 2017-004602
MultiPolygon (((25496647.20934218913316727 6673078.81945194210857153, 25496643.59736467525362968 6673092.93136409390717745, 25496642.8413693793118 6673123.5071737552061677, 25496636.54140859842300415 6673132.91511518973857164, 25496662.07724963501095772 6673134.59510473161935806, 25496670.98119420558214188 6673126.78315336164087057, 25496673.16518060863018036 6673087.80739599093794823, 25496664.2612360380589962 6673080.49944148398935795, 25496647.20934218913316727 6673078.81945194210857153)));47;6981;2019-57;HEL 2019-006582
MultiPolygon EMPTY;48;7450;2023-62;HEL 2023-006777
MultiPolygon (((25496283.63429488241672516 6676552.6864850502461195, 25496292.31787392124533653 6676553.57710854150354862, 25496303.89597930759191513 6676500.36235493421554565, 25496331.7279634140431881 6676507.70999873802065849, 25496334.84514563158154488 6676493.68267874885350466, 25496340.63419832661747932 6676494.57330224104225636, 25496350.87636847794055939 6676459.17101845983415842, 25496343.52872467413544655 6676456.72180385887622833, 25496409.43486303091049194 6676176.1754040876403451, 25496526.10654040053486824 6676204.00738819222897291, 25496525.66122865304350853 6676208.68316152133047581, 25496536.57136642187833786 6676210.46440850384533405, 25496537.68464578688144684 6676206.456602793186903, 25496590.6767435222864151 6676219.14798754453659058, 25496589.56346415728330612 6676224.26907262019813061, 25496600.91891367360949516 6676226.05031960271298885, 25496602.92281652614474297 6676220.70657865423709154, 25496655.0242907702922821 6676233.84327515214681625, 25496651.46179680526256561 6676246.53465990349650383, 25496688.86798344179987907 6676254.99558307137340307, 25496691.98516566306352615 6676242.5268541919067502, 25496744.30929577350616455 6676254.55027132481336594, 25496743.19601640850305557 6676259.44870052766054869, 25496754.99677766859531403 6676261.67525925580412149, 25496756.55536878108978271 6676257.89010941796004772, 25496808.434187151491642 6676269.69087067805230618, 25496807.54356366023421288 6676273.69867638871073723, 25496819.34432492032647133 6676275.92523511685431004, 25496820.68026015534996986 6676272.36274115182459354, 25496843.39115918055176735 6676277.92913797218352556, 25496842.94584743306040764 6676281.71428781002759933, 25496859.64503789693117142 6676285.72209352161735296, 25496903.73090072348713875 6676259.22604465577751398, 25496936.01600228250026703 6676264.792441476136446, 25496937.12928164750337601 6676260.56197989266365767, 25496893.26607469841837883 6676250.54246561508625746, 25496894.60200993716716766 6676241.85888657439500093, 25496883.69187216833233833 6676240.07763959188014269, 25496882.13328105583786964 6676247.20262752193957567, 25496828.69587157666683197 6676235.40186626184731722, 25496829.58649506419897079 6676231.61671642400324345, 25496818.89901316910982132 6676229.39015769492834806, 25496817.34042206034064293 6676232.50733991526067257, 25496764.57098019868135452 6676220.48392278235405684, 25496765.46160368248820305 6676216.92142881732434034, 25496753.6608424223959446 6676214.47221421543508768, 25496753.43818655237555504 6676217.58939643576741219, 25496700.89140056818723679 6676205.34332343004643917, 25496703.3406151682138443 6676193.09725042432546616, 25496667.49301964417099953 6676184.19101551081985235, 25496664.15318154916167259 6676195.99177677184343338, 25496610.93842794373631477 6676184.19101551175117493, 25496612.05170730873942375 6676178.84727456327527761, 25496600.91891366615891457 6676176.62071583513170481, 25496599.36032255738973618 6676181.74180091079324484, 25496546.36822482198476791 6676169.71838377695530653, 25496547.25884830951690674 6676166.6012015575543046, 25496535.68074292317032814 6676164.15198695659637451, 25496535.01277530193328857 6676166.15588981192559004, 25496482.24333344027400017 6676154.35512855183333158, 25496483.579268679022789 6676148.56607585772871971, 25496472.0011632926762104 6676147.00748474802821875, 25496470.44257218018174171 6676151.0152904586866498, 25496417.67313031852245331 6676139.65984094422310591, 25496458.41915504634380341 6675969.55075409822165966, 25496421.01296840980648994 6675960.42186331190168858, 25496429.02857983112335205 6675876.92591099999845028, 25496423.68483888357877731 6675875.81263163592666388, 25496418.11844206228852272 6675851.98845324199646711, 25496408.54423953592777252 6675836.40254214406013489, 25496406.31768080964684486 6675823.48850151989609003, 25496364.23572084307670593 6675827.71896310336887836, 25496372.47398813813924789 6675897.41025130078196526, 25496374.4778909906744957 6675940.16017888579517603, 25496370.91539702564477921 6676001.83585566002875566, 25496371.58336464688181877 6676024.76941056363284588, 25496366.9075913168489933 6676098.24584859889000654, 25496365.34900020807981491 6676121.17940350063145161, 25496310.5756554864346981 6676108.71067462116479874, 25496286.08148769661784172 6676108.4806824354454875, 25496296.32567962631583214 6676077.98416417092084885, 25496300.11082946509122849 6676064.84746767301112413, 25496303.22801168262958527 6676049.92952419351786375, 25496306.34519390389323235 6676034.12095722183585167, 25496307.45847326889634132 6676024.32409881800413132, 25496309.23972025141119957 6676012.07802581135183573, 25496311.68893485516309738 6675985.13666519802063704, 25496284.74757423996925354 6675985.5819769436493516, 25496261.14605171978473663 6676051.04280355758965015, 25496275.3960275799036026 6676078.20682004373520613, 25496263.59526631981134415 6676108.48801874928176403, 25496204.36880414560437202 6676095.35132225137203932, 25496201.4742778018116951 6676084.44118448253720999, 25496157.16575910523533821 6676074.1990143321454525, 25496141.35719213634729385 6676075.53494956903159618, 25496049.84562839940190315 6676054.15998577699065208, 25496053.40812236815690994 6676035.01158071309328079, 25496025.35348239168524742 6676028.77721627429127693, 25496020.67770906165242195 6676046.81234197411686182, 25495950.5411091186106205 6676031.22643087524920702, 25495945.19736817106604576 6676054.82795339543372393, 25495958.33406466990709305 6676070.85917623993009329, 25496012.21678589656949043 6676082.88259337283670902, 25496007.76366844028234482 6676104.92552478332072496, 25496023.34957953914999962 6676109.37864224053919315, 25496027.35738524794578552 6676090.67554892227053642, 25496040.57757769525051117 6676094.32153883948922157, 25496036.54193999990820885 6676113.05246414244174957, 25496055.69034506380558014 6676117.39425366278737783, 25496119.31426073238253593 6676132.08954126946628094, 25496278.95852155238389969 6676170.16369552351534367, 25496274.72805996611714363 6676189.9800682058557868, 25496343.52872467413544655 6676206.90191454160958529, 25496348.42715387418866158 6676186.86288598645478487, 25496365.57165608182549477 6676190.42537995148450136, 25496290.00029222667217255 6676524.54122503753751516, 25496283.63429488241672516 6676552.6864850502461195)));49;7246;2022-7;HEL 2022-001361
MultiPolygon (((25496891.35736685991287231 6678757.02979958616197109, 25496882.1926046684384346 6678788.72747332416474819, 25496714.88401371985673904 6678749.03647316433489323, 25496721.98153631761670113 6678722.43799041956663132, 25496765.60029169544577599 6678728.01953731756657362, 25496823.27627630531787872 6678728.3640772495418787, 25496842.15706457570195198 6678733.66999220196157694, 25496891.35736685991287231 6678757.02979958616197109)));50;7216;2021-126;HEL 2021-011722
